category_href,pageNo,Armacad Link,Title,Image,Deadline,Disciplines,Eligible Countries,Host Country,Study Levels,Opportunities
/opportunities/scholarships,6,https://armacad.info/2018-11-21--visby-scholarship-programs-2019-2020-sweden,"Visby Scholarship Programs for Master’s Level Studies 2019/2020, Sweden",https://armacad.info/images/2018/11/21/x81a108c2201eaf6e.png.pagespeed.ic.E7aJluHyih.jpg,"
February 14, 2019 ",['any'],"['armenia', 'azerbaijan', 'belarus', 'georgia', 'moldova', 'russia', 'ukraine']",['sweden'],['masters'],['scholarships']
/opportunities/scholarships,6,https://armacad.info/2018-11-21--swedish-turkish-scholarship-programme-for-master-s-studies-2019-2020-sweden,"Swedish-Turkish Scholarship Programme for Master’s Studies 2019/2020, Sweden",https://armacad.info/images/2018/11/21/3fc97e157c8fcd5b.png,"
February 14, 2019 ",['any'],['turkey'],['sweden'],['masters'],['scholarships']
/opportunities/scholarships,6,https://armacad.info/central-european-university-ceu--2018-12-13--summer-school-on-geospatial-technologies-and-remote-sensing-for-monitoring-sustainable-development-goals-july-22-26-2019-hungary,"Summer School on Geospatial Technologies and Remote Sensing for Monitoring Sustainable Development Goals, 22-26 July 2019, CEU, Hungary",https://armacad.info/images/2018/12/13/x84f85012cd0d476e.png.pagespeed.ic.pfY3OinxNb.jpg,"
February 14, 2019 ","['development-studies', 'earth-sciences', 'environmental-studies', 'geography']",['international'],['hungary'],[],['scholarships']
/opportunities/scholarships,6,https://armacad.info/central-european-university-ceu--2018-12-14--summer-school-on-romani-identities-and-antigypsyism-1-12-july-2019-ceu-hungary,"Summer School on Romani Identities and Antigypsyism﻿, 1-12 July 2019, CEU, Hungary",https://armacad.info/pagespeed_static/1.JiBnMqyl6S.gif,"
February 14, 2019 ","['anthropology', 'history', 'political-sciences', 'sociology']",['international'],['hungary'],[],"['financial-aid', 'scholarships']"
/opportunities/scholarships,6,https://armacad.info/central-european-university-ceu--2018-12-14--summer-school-on-the-morality-of-discrimination-1-6-july-2019-ceu-hungary,"Summer School on The Morality of Discrimination, 1-6 July 2019, CEU, Hungary",https://armacad.info/pagespeed_static/1.JiBnMqyl6S.gif,"
February 14, 2019 ","['economics', 'law', 'philosophy', 'policy', 'political-sciences', 'social-sciences']",['international'],['hungary'],[],"['financial-aid', 'scholarships']"
/opportunities/scholarships,6,https://armacad.info/central-european-university-ceu--2018-12-14--summer-school-on-political-psychology-16-25-july-2019-ceu-hungary,"Summer School on Political Psychology: Ideology and Partisanship, 16-25 July 2019, CEU, Hungary",https://armacad.info/pagespeed_static/1.JiBnMqyl6S.gif,"
February 14, 2019 ","['international-relations', 'political-sciences', 'psychology', 'social-sciences']",['international'],['hungary'],[],"['financial-aid', 'scholarships']"
/opportunities/scholarships,7,https://armacad.info/central-european-university-ceu--2018-12-14--summer-school-on-cultures-of-dissent-in-eastern-europe-1945-1989-research-approaches-in-the-digital-humanities-15-23-july-2019-ceu-hungary,"Summer School on Cultures of Dissent in Eastern Europe (1945-1989): Research Approaches in the Digital Humanities, 15-23 July 2019, CEU, Hungary",https://armacad.info/images/2018/12/14/x01ee24bfb2e9a59c.png.pagespeed.ic.w9hX8ciIO1.png,"
February 14, 2019 ","['digital-humanities', 'european-studies', 'gender-studies', 'history', 'humanities', 'media', 'social-sciences', 'sociology']",['international'],['hungary'],[],"['financial-aid', 'scholarships']"
/opportunities/scholarships,7,https://armacad.info/central-european-university-ceu--2018-12-14--summer-school-on-inclusive-early-childhood-development-and-education-evidence-activism-and-converging-constituencies-15-19-july-2019-ceu-hungary,"Summer School on Inclusive Early Childhood Development and Education: Evidence, Activism and Converging Constituencies– Focus on Refugees and Migrants, 15-19 July 2019, CEU, Hungary",https://armacad.info/images/2018/12/14/x4ffc67b4c1ae6549.png.pagespeed.ic.Zc2YA2BKtD.png,"
February 14, 2019 ","['development-studies', 'education', 'human-rights', 'migration-studies', 'psychology', 'refugee-studies', 'social-sciences']",['international'],['hungary'],[],"['financial-aid', 'scholarships']"
/opportunities/scholarships,7,https://armacad.info/2018-12-14--summer-school-on-constitution-building-in-africa-1-12-july-2019-ceu-hungary,"Summer School on Constitution-building in Africa, 1-12 July 2019, CEU, Hungary",https://armacad.info/images/2018/12/14/x2a158fd764acdfd7.png.pagespeed.ic.Zc2YA2BKtD.png,"
February 14, 2019 ","['law', 'policy', 'political-sciences']",['international'],['hungary'],[],"['financial-aid', 'scholarships']"
/opportunities/scholarships,7,https://armacad.info/central-european-university-ceu--2018-12-14--summer-school-on-fields-of-vision-memory-identity-and-images-of-the-past-27-june-5-july-2019-ceu-hungary,"Summer School on Fields of Vision: Memory, Identity, and Images of the Past, 27 June - 5 July 2019, CEU, Hungary",https://armacad.info/images/2018/12/14/xc1043a4eed271744.png.pagespeed.ic.Zc2YA2BKtD.png,"
February 14, 2019 ","['anthropology', 'culture', 'film-studies', 'gender-studies', 'history', 'media', 'sociology']",['international'],['hungary'],[],"['financial-aid', 'scholarships']"
/opportunities/scholarships,7,https://armacad.info/central-european-university-ceu--2018-12-14--summer-school-on-innovations-in-disaster-risk-reduction-1-5-july-2019-ceu-hungary,"Summer School On Innovations in Disaster Risk Reduction, 1-5 July 2019, CEU, Hungary",https://armacad.info/pagespeed_static/1.JiBnMqyl6S.gif,"
February 14, 2019 ","['environmental-studies', 'geography', 'geology', 'innovative-technologies', 'science', 'technology']",['international'],['hungary'],[],"['financial-aid', 'scholarships']"
/opportunities/scholarships,7,https://armacad.info/central-european-university-ceu--2018-12-14--summer-school-on-the-precautionary-principle-in-sustainability-transitions-27-june-3-july-2019-ceu-hungary,"Summer School on The Precautionary Principle in Sustainability Transitions, 27 June-3 July 2019, CEU, Hungary",https://armacad.info/images/2018/12/14/ab1702c4b0462a6f.png,"
February 14, 2019 ","['environmental-studies', 'planetary-environment', 'science', 'technology', 'translation-studies']",['international'],['hungary'],[],"['financial-aid', 'scholarships']"
/opportunities/scholarships,7,https://armacad.info/central-european-university-ceu--2018-12-13--summer-school-on-migration-studies-1-6-july-2019-hungary,"Summer School on Migration Studies, 1-6 July 2019, CEU, Hungary",https://armacad.info/pagespeed_static/1.JiBnMqyl6S.gif,"
February 14, 2019 ","['anthropology', 'migration-studies', 'refugee-studies', 'sociology']",['international'],['hungary'],"['graduate', 'phd', 'postdoctoral', 'research']",['scholarships']
/opportunities/scholarships,7,https://armacad.info/2018-11-29--university-academics-and-scientists-daad-research-program-2019-germany,"DAAD Research Stay Grants 2019 for University Academics and Scientists , Germany",https://armacad.info/images/2018/11/29/f6517eae4c39d94d.png,"
February 15, 2019 ",[],['international'],['germany'],['research'],['scholarships']
/opportunities/scholarships,7,https://armacad.info/2018-12-07--berlin-school-of-economics-phd-program-2019-22-germany,"Berlin School of Economics PhD Program 2019-22, Germany",https://armacad.info/images/2018/12/07/x263924359298a6ad.png.pagespeed.ic.eBxe7U_6fE.jpg,"
February 15, 2019 ","['business', 'economics', 'finance', 'management']",['international'],['germany'],"['phd', 'research']",['scholarships']
/opportunities/scholarships,7,https://armacad.info/2018-12-07--phd-scholarship-program-in-economics-2019-germany,"German Institute for Economic Research PhD Scholarship Program in Economics 2019, Germany",https://armacad.info/images/2018/12/07/x9e3c587e46850655.png.pagespeed.ic.PxTlYeArSe.png,"
February 15, 2019 ",['economics'],['international'],['germany'],"['phd', 'research']",['scholarships']
/opportunities/scholarships,7,https://armacad.info/2018-12-12--bamberg-graduate-school-of-social-sciences-scholarship-program-2019-germany,"Bamberg Graduate School of Social Sciences Scholarship Program 2019, Germany",https://armacad.info/images/2018/12/12/xf73e5dc5dd84df62.png.pagespeed.ic.OlhjTHNZuG.png,"
February 15, 2019 ","['economics', 'education', 'policy', 'political-sciences', 'psychology', 'social-sciences', 'sociology']",['international'],['germany'],"['doctoral', 'research']",['scholarships']
/opportunities/scholarships,7,https://armacad.info/2018-11-29--brocher-foundation-visiting-researchers-residency-2020-switzerland,"Brocher Foundation Visiting Researchers Residency 2020, Switzerland",https://armacad.info/images/2018/11/29/x24b938c23cdc09d4.png.pagespeed.ic.cnNLB84llM.jpg,"
February 17, 2019 ","['anthropology', 'biology', 'biomedical-sciences', 'health', 'humanities', 'law', 'medicine', 'neuroscience', 'policy', 'political-sciences', 'security', 'social-sciences', 'technology']",['international'],['switzerland'],['research'],['scholarships']
/opportunities/scholarships,7,https://armacad.info/2018-12-11--phd-bursary-program-in-japanese-history-barcelona-spain,"PhD Bursary Program in 17th-19th Century Japanese History 2018, Barcelona , Spain",https://armacad.info/images/2018/12/11/x48b30541c88e9eef.png.pagespeed.ic.deftIyAgPm.png,"
February 17, 2019 ","['asian-studies', 'culture', 'history']",['international'],['spain'],['phd'],['scholarships']
/opportunities/scholarships,7,https://armacad.info/2018-12-11--phd-bursary-program-in-korean-history-barcelona-spain,"PhD Bursary Program 2019 in 17th-19th Century Korean History, Barcelona, Spain",https://armacad.info/images/2018/12/11/x788b0ea38e46a0fc.png.pagespeed.ic.deftIyAgPm.png,"
February 17, 2019 ","['asian-studies', 'culture', 'history']",['international'],['spain'],['phd'],['scholarships']
/opportunities/scholarships,7,https://armacad.info/2018-11-19--soas-university-of-london-scholarship-program-2019-2020-uk,"SOAS University of London Sochon Foundation Scholarship Program 2019-2020, UK",https://armacad.info/images/2018/11/19/x18bd90e8e76aa53e.png.pagespeed.ic.cvgStbTaBp.png,"
February 18, 2019 ","['archaeology', 'arts', 'asian-studies', 'culture', 'history', 'languages']","['austria', 'belgium', 'bulgaria', 'croatia', 'cyprus', 'czech-republic', 'denmark', 'estonia', 'finland', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'latvia', 'lithuania', 'luxembourg', 'malta', 'netherlands', 'poland', 'portugal', 'romania', 'slovakia', 'slovenia', 'spain', 'sweden', 'united-kingdom']",['united-kingdom'],['postgraduate'],['scholarships']
/opportunities/scholarships,9,https://armacad.info/university-of-oxford--2018-08-06--mabel-churn-scholarship-in-ophthalmology-2019-2020-st-cross-college-university-of-oxford-uk,"Mabel Churn Scholarship in Ophthalmology 2019-2020, St Cross College, University of Oxford, UK",https://armacad.info/images/2018/08/06/x595bd465f73a7abd.png.pagespeed.ic.hNnN3MNo2B.jpg,"
March 15, 2019 ",['neuroscience'],"['austria', 'belgium', 'bulgaria', 'croatia', 'cyprus', 'czech-republic', 'denmark', 'estonia', 'finland', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'latvia', 'lithuania', 'luxembourg', 'malta', 'netherlands', 'poland', 'portugal', 'romania', 'slovakia', 'slovenia', 'spain', 'sweden', 'united-kingdom']",['united-kingdom'],"['doctoral', 'research']",['scholarships']
/opportunities/scholarships,9,https://armacad.info/2018-11-26--phd-seminar-of-instability-in-market-societies-maxpo-sciences-po-paris-and-max-planck-institute-for-study-of-societies-mpifg-cologne-21-23-may-2019-france,"PhD Seminar/CfP -States, Sectors, Firms, Growth: New Developments in the Political Economy and Economic Sociology of Capitalism, 21–23 May 2019, France",https://armacad.info/images/2018/11/26/x56c1de808640afeb.png.pagespeed.ic.wc6ZSAr3k3.png,"
March 15, 2019 ","['economics', 'policy', 'political-sciences', 'sociology']",['international'],['france'],['phd'],['scholarships']
/opportunities/scholarships,9,https://armacad.info/university-of-oxford--2018-08-06--lorna-casselton-memorial-scholarship-in-plant-sciences-2019-2020-st-cross-college-university-of-oxford-uk,"Lorna Casselton Memorial Scholarship in Plant Sciences 2019-2020, St Cross College, University of Oxford, UK",https://armacad.info/images/2018/08/06/38376cf3dc69a636.png,"
March 22, 2019 ","['ecology', 'environmental-studies']","['austria', 'belgium', 'bulgaria', 'croatia', 'cyprus', 'czech-republic', 'denmark', 'estonia', 'finland', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'latvia', 'lithuania', 'luxembourg', 'malta', 'netherlands', 'poland', 'portugal', 'romania', 'slovakia', 'slovenia', 'spain', 'sweden', 'united-kingdom']",['united-kingdom'],"['doctoral', 'research']",['scholarships']
/opportunities/scholarships,9,https://armacad.info/kings-college-london--2018-12-18--johnson-johnson-global-mental-health-scholarship-program-2019-20-uk,"Johnson & Johnson Global Mental Health Scholarship Program 2019-20, UK",https://armacad.info/images/2018/12/18/082c3d482d489c11.png,"
March 24, 2019 ","['health', 'medicine', 'neuroscience', 'psychology']","['ghana', 'indonesia', 'kenya', 'nicaragua', 'nigeria', 'peru', 'phillipines', 'rwanda', 'south-africa', 'thailand', 'vietnam']",['united-kingdom'],['research'],['scholarships']
/opportunities/scholarships,9,https://armacad.info/2018-11-06--world-citizen-talent-scholarship-at-the-hague-university-of-applied-sciences-netherlands,"World Citizen Talent Scholarship at the Hague University of Applied Sciences 2019, Netherlands",https://armacad.info/images/2018/11/06/xa4c3222f2e43db0b.png.pagespeed.ic.B-xFBgqesx.png,"
March 31, 2019 ","['life-sciences', 'natural-sciences']",['international'],['netherlands'],['masters'],['scholarships']
/opportunities/scholarships,9,https://armacad.info/2018-12-12--zhejiang-university-chinese-government-scholarship-program-2019-china,"Zhejiang University Chinese Government Scholarship Program 2019, China",https://armacad.info/images/2018/12/12/b45b1e0476306bd0.png,"
March 31, 2019 ","['chinese-studies', 'communication-studies', 'culture', 'governance', 'history', 'languages', 'policy']",['international'],['china'],['masters'],['scholarships']
/opportunities/scholarships,9,https://armacad.info/2018-12-04--rotary-foundation-trf-and-ihe-delft-institute-for-water-education-scholarship-program-2019-netherlands,"Rotary Foundation (TRF) and IHE Delft Institute for Water Education - Scholarship Program 2019, Netherlands",https://armacad.info/images/2018/12/04/x22cdf526e04a237c.png.pagespeed.ic.UAJJL3yRb-.png,"
April 01, 2019 ","['communication-studies', 'environmental-studies', 'science', 'social-sciences', 'water-science']",['international'],['netherlands'],['masters'],['scholarships']
/opportunities/scholarships,9,https://armacad.info/2018-12-12--heilongjiang-provincial-government-scholarships-program-at-jiamusi-university-2019-2020-china,"Heilongjiang Provincial Government Scholarships Program at Jiamusi University 2019/2020, China",https://armacad.info/pagespeed_static/1.JiBnMqyl6S.gif,"
April 15, 2019 ",['any'],['international'],['china'],"['doctoral', 'postgraduate', 'undergraduate']",['scholarships']
/opportunities/scholarships,9,https://armacad.info/2018-12-18--phd-in-sustainability-science-scholarship-prgoram-in-united-nations-university-2019-japan,"PhD Program in Sustainability Science with Scholarships 2019, United Nations University, Japan",https://armacad.info/images/2018/12/18/xbf3c00c2556097fb.png.pagespeed.ic.vuSZJfBz4M.png,"
April 19, 2019 ",['science'],"['algeria', 'argentina', 'armenia', 'azerbaijan', 'bahamas', 'bahrain', 'bangladesh', 'barbados', 'belarus', 'belize', 'benin', 'bolivia', 'bosnia-and-herzegovina', 'botswana', 'brazil', 'brunei', 'bulgaria', 'cameroon', 'cape-verde', 'chile', 'china', 'colombia', 'comoros', 'costa-rica', 'croatia', 'dominica', 'ecuador', 'egypt', 'el-salvador', 'equatorial-guinea', 'fiji', 'gabon', 'georgia', 'ghana', 'grenada', 'guinea', 'guinea-bissau', 'guyana', 'honduras', 'hungary', 'india', 'indonesia', 'iran', 'jamaica', 'jordan', 'kazakhstan', 'kenya', 'kosovo', 'kyrgyzstan', 'lebanon', 'macedonia', 'malaysia', 'maldives', 'mauritius', 'mexico', 'moldova', 'mongolia', 'montenegro', 'morocco', 'mozambique', 'nicaragua', 'niger', 'nigeria', 'oman', 'palau', 'panama', 'papua-new-guinea', 'paraguay', 'peru', 'poland', 'romania', 'russia', 'saint-lucia', 'saint-vincent-and-the-grenadines', 'samoa', 'sao-tome-and-principe', 'senegal', 'serbia', 'seychelles', 'sierra-leone', 'solomon-islands', 'south-africa', 'suriname', 'tajikistan', 'tanzania', 'thailand', 'togo', 'tonga', 'trinidad-and-tobago', 'tunisia', 'turkey', 'turkmenistan', 'uganda', 'ukraine', 'uruguay', 'uzbekistan', 'vanuatu', 'venezuela', 'vietnam', 'zimbabwe']",['japan'],"['masters', 'phd']",['scholarships']
/opportunities/scholarships,9,https://armacad.info/aspirantum-armenian-school-of-languages-and-cultures--2018-10-13--persian-language-summer-school-2019-yerevan-armenia,"Persian language summer school 2019, Yerevan, Armenia",https://armacad.info/images/2018/10/13/x3458691c1bbea7ff.jpg.pagespeed.ic.UEj1TehLRo.jpg,"
April 20, 2019  ","['iranian-studies', 'languages', 'linguistics', 'middle-eastern-studies', 'persian-studies']",['international'],['armenia'],"['certificate-program', 'doctoral', 'graduate', 'non-degree', 'postdoctoral', 'postgraduate', 'research', 'undergraduate']",['scholarships']
/opportunities/scholarships,9,https://armacad.info/university-of-east-anglia--2018-12-05--university-of-east-anglia-the-mark-v-williams-postgraduate-scholarship-program-2019-uk,"University of East Anglia - The Mark V Williams Postgraduate Scholarship Program 2019, UK",https://armacad.info/images/2018/12/05/x65a62e58846d918a.png.pagespeed.ic.jVuzvcosUe.png,"
April 26, 2019 ","['culture', 'history', '3']",['international'],['united-kingdom'],['postgraduate'],['scholarships']
/opportunities/scholarships,9,https://armacad.info/humboldt-universitat-zu-berlin--2018-12-07--humboldt-university-of-berlin-m-a-program-in-british-studies-2019-21-germany,"Humboldt University of Berlin Master Program in British Studies 2019-21, Germany",https://armacad.info/images/2018/12/07/x792222abd8e75412.png.pagespeed.ic.E0aRRVR-Yk.png,"
April 30, 2019 ","['european-studies', 'history', 'humanities', 'literature', 'political-sciences']",['international'],['germany'],"['ma', 'masters']",['scholarships']
/opportunities/scholarships,9,https://armacad.info/2018-10-31--summer-school-on-csr-management-corporate-social-responsibility-in-a-globalised-world-1-12-july-2019-germany,"Summer School on CSR Management - Corporate Social Responsibility in a Globalised World, 1-12 July 2019, Germany",https://armacad.info/images/2018/10/31/x841ede2171a1ff74.png.pagespeed.ic.2NY6PmFyW3.jpg,"
April 30, 2019 ","['business', 'business-administration', 'development-studies', 'economics', 'entrepreneurship']",['international'],['germany'],[],['scholarships']
/opportunities/scholarships,9,https://armacad.info/2018-11-07--the-study-tour-of-summer-program-2019-kosovo,"Summer Program in Peace and Conflict Studies, 23 June - 26 July 2019, Kosovo",https://armacad.info/images/2018/11/07/xc2c830854931747b.png.pagespeed.ic.vQ_yXKT7nB.jpg,"
May 10, 2019 ","['conflict-studies', 'diplomacy', 'international-relations', 'peace-studies', 'policy', 'political-sciences']",['international'],['kosovo'],[],['scholarships']
/opportunities/scholarships,9,https://armacad.info/university-of-oxford--2018-08-06--helene-la-rue-scholarship-in-music-2019-at-the-st-cross-college-university-of-oxford-uk,"Hélène La Rue Scholarship in Music 2019 at the St Cross College, University of Oxford, UK",https://armacad.info/images/2018/08/06/x56c85f1dc965d3fc.png.pagespeed.ic.hNnN3MNo2B.jpg,"
May 24, 2019 ",['music'],['international'],['united-kingdom'],"['doctoral', 'research']",['scholarships']
/opportunities/scholarships,10,https://armacad.info/harvard-university-mba-scholarship-2019-usa,"Harvard University MBA Scholarship 2019, USA",https://armacad.info/images/2017/08/10/x1da0aa21803e50af.png.pagespeed.ic.uwwU1CTaRk.png,"
May 31, 2019 ","['business', 'business-administration']",['international'],['united-states'],['masters'],['scholarships']
/opportunities/scholarships,10,https://armacad.info/harvard-university--2018-03-26--harvard-university-mba-scholarship-2019-usa,"Harvard University MBA Scholarship 2019, USA",https://armacad.info/images/2018/03/26/x59ce9f515eb1d025.jpg.pagespeed.ic.1Tlny7-mE1.jpg,"
May 31, 2019 ","['business-administration', 'economics', 'finance', 'management', 'marketing']",['international'],['united-states'],[],"['financial-aid', 'scholarships']"
/opportunities/scholarships,10,https://armacad.info/2018-12-12--study-for-an-msc-in-management-and-entrepreneurship-in-the-creative-economy-in-france-2019,Study for an MSc in Management and Entrepreneurship in the Creative Economy in France 2019,https://armacad.info/images/2018/12/12/6184030a58c39954.png,"
May 31, 2019 ","['business', 'ecology', 'entrepreneurship', 'management']",['international'],['france'],['masters'],['scholarships']
/opportunities/scholarships,10,https://armacad.info/university-of-oulu--2018-12-24--university-of-oulu-international-master-s-scholarships-2019-2020-finland,"University of Oulu International Master’s Scholarships 2019-2020, Finland",https://armacad.info/images/2018/12/24/x39eefd27d9062641.png.pagespeed.ic.lUsC2E9FNz.png,"
May 31, 2019 ","['architecture', 'biotechnology', 'business', 'ecology', 'education', 'engineering', 'medicine', 'technology']",['finland'],['finland'],['masters'],['scholarships']
/opportunities/scholarships,10,https://armacad.info/vrije-universiteit-brussel--2018-12-21--european-master-of-science-in-photonics-2019-belgium,"European Master of Science in Photonics 2019, Belgium",https://armacad.info/images/2018/12/21/x3e7b201b77b09011.png.pagespeed.ic.lQ65UnRATA.png,"
June 01, 2019 ","['17', 'engineering', 'physics', 'science']",['international'],['belgium'],['masters'],['scholarships']
/opportunities/scholarships,10,https://armacad.info/university-of-oxford--2018-08-06--st-cross-college-worldwide-scholarships-2019-2020-university-of-oxford-uk,"St Cross College Worldwide Scholarships 2019-2020, University of Oxford, UK",https://armacad.info/images/2018/08/06/x7c23f9f322cd36c0.png.pagespeed.ic.hNnN3MNo2B.jpg,"
June 07, 2019 ",['any'],['international'],['united-kingdom'],['masters'],['scholarships']
/opportunities/scholarships,10,https://armacad.info/university-of-oxford--2018-08-06--the-robin-nadine-wells-scholarship-2019-2020-st-cross-college-university-of-oxford-uk,"The Robin & Nadine Wells Scholarship 2019-2020, St Cross College, University of Oxford, UK",https://armacad.info/images/2018/08/06/3e765f3347d4a4c4.png,"
June 07, 2019 ",['any'],['international'],['united-kingdom'],['masters'],['scholarships']
/opportunities/fellowships,1,https://armacad.info/2018-11-23--fellowship-program-for-u-s-scholars-to-conduct-research-on-iraq-2019-usa,"Fellowship Program for U.S. Scholars to Conduct Research on Iraq 2019, USA",https://armacad.info/images/2018/11/23/x4a7e4f8844c0fc5b.png.pagespeed.ic.SAsztW-6lT.jpg,"
December 30, 2018 ","['european-studies', 'indian-studies', 'middle-eastern-studies', 'turkish-studies']",['united-states'],['united-states'],['research'],['fellowships']
/opportunities/fellowships,1,https://armacad.info/fellowship-competition-for-advanced-holocaust-studies,Fellowship Competition for Advanced Holocaust Studies 2019,https://armacad.info/images/2016/08/xfellowship-_cN7bTytfN9JzjxvzwiQyBmXY8r3Nac_.png.pagespeed.ic.m17e_7E13J.jpg,"
December 31, 2018 ","['any', 'holocaust']",['international'],['united-states'],['research'],"['awards', 'fellowships']"
/opportunities/fellowships,2,https://armacad.info/hebrew-university-of-jerusalem--2018-11-14--the-sophie-davis-post-doctoral-fellowship-program-on-gender-conflict-resolution-and-peace-2019-2020-israel,"Sophie Davis Post-Doctoral Fellowship Program on Gender, Conflict Resolution and Peace 2019-2020, Israel",https://armacad.info/images/2018/11/14/983abfcfeabd252f.png,"
December 31, 2018 ","['conflict-studies', 'gender-studies', 'international-relations', 'peace-studies', 'policy', 'political-sciences']",['international'],['israel'],['postdoctoral'],['fellowships']
/opportunities/fellowships,2,https://armacad.info/2018-11-14--postdoctoral-research-fellowship-program-2019-2020-israel,"Postdoctoral Research Fellowship Program 2019-2020 at the International Institute for Holocaust Research, Yad Vashem, Israel",https://armacad.info/images/2018/11/14/x0055138aa0d77c8d.png.pagespeed.ic.D7dXR67G5K.png,"
December 31, 2018 ","['culture', 'genocide', 'history', 'religious-studies']",['international'],['israel'],"['postdoctoral', 'research']",['fellowships']
/opportunities/fellowships,2,https://armacad.info/2018-11-15--student-summer-research-fellowship-eth-zurich-1-july-31-august-2019-switzerland,"ETH Zurich Student Summer Research Fellowship, 1 July -31 August 2019, Switzerland",https://armacad.info/images/2018/11/15/xd8be0622ff119de4.png.pagespeed.ic._KNCttJCuT.png,"
December 31, 2018 ","['computer-engineering', 'computer-sciences', 'engineering', 'mathematics', 'science', 'technology']",['international'],['switzerland'],['research'],['fellowships']
/opportunities/fellowships,2,https://armacad.info/2018-11-16--european-holocaust-research-infrastructure-conny-kristel-fellowship-call-2019-netherlands,"European Holocaust Research Infrastructure Conny Kristel Fellowship Call 2019, Netherlands",https://armacad.info/images/2018/11/16/x19c52a74354e8434.png.pagespeed.ic.0N5pBG6GAQ.jpg,"
December 31, 2018 ","['conflict-studies', 'genocide', 'history', 'jewish-studies', 'peace-studies']","['albania', 'armenia', 'austria', 'belgium', 'bosnia-and-herzegovina', 'bulgaria', 'croatia', 'cyprus', 'czech-republic', 'denmark', 'estonia', 'faroe-islands', 'finland', 'france', 'georgia', 'germany', 'greece', 'hungary', 'iceland', 'ireland', 'israel', 'italy', 'latvia', 'lithuania', 'luxembourg', 'macedonia', 'malta', 'moldova', 'montenegro', 'netherlands', 'norway', 'poland', 'portugal', 'romania', 'serbia', 'slovakia', 'slovenia', 'spain', 'sweden', 'switzerland', 'tunisia', 'turkey', 'ukraine', 'united-kingdom']",['netherlands'],['research'],['fellowships']
/opportunities/fellowships,2,https://armacad.info/hebrew-university-of-jerusalem-2018-11-14-the-leonard-davis-institute-post-doctoral-fellowship-program-2019-2020-israel,"Leonard Davis Institute for International Relations Post-Doctoral Fellowship Program 2019-2020, Israel",https://armacad.info/images/2018/11/14/x142d37cdfec63058.png.pagespeed.ic.7R3GWmDWQZ.png,"
December 31, 2018 ","['international-relations', 'policy', 'political-sciences']",['international'],['israel'],['postdoctoral'],['fellowships']
/opportunities/fellowships,2,https://armacad.info/2018-11-12--the-koc-university-research-center-for-mediterranean-civilizations-post-doctoral-research-fellowship-2019-turkey,"The Koç University Research Center for Mediterranean Civilizations Post-Doctoral Research Fellowship 2019, Turkey",https://armacad.info/images/2018/11/12/e84bfa3ebb847f24.png,"
December 31, 2018 ","['anthropology', 'archaeology', 'arts', 'culture', '8', 'history']",['international'],['turkey'],"['postdoctoral', 'research']",['fellowships']
/opportunities/fellowships,2,https://armacad.info/2018-11-30--borlaug-global-research-alliance-fellowship-2019-usa,"Borlaug Global Research Alliance Fellowship 2019, USA",https://armacad.info/images/2018/11/30/x41c15f65cf209e8a.png.pagespeed.ic.DAudPIcPD0.png,"
December 31, 2018 ","['agriculture', 'food-science', 'security']","['afghanistan', 'colombia', 'costa-rica', 'egypt', 'honduras', 'indonesia', 'malaysia', 'mexico', 'nicaragua', 'panama', 'peru', 'phillipines', 'thailand', 'vietnam']",['united-states'],['research'],['fellowships']
/opportunities/fellowships,2,https://armacad.info/university-of-cambridge--2018-12-05--university-of-cambridge-smuts-visiting-research-fellowship-in-commonwealth-studies-2019-20-uk,"Smuts Visiting Research Fellowship in Commonwealth Studies 2019-20, University of Cambridge, UK",https://armacad.info/images/2018/12/05/x2245d13728cec3c1.png.pagespeed.ic.JGd3n3kPmw.png,"
December 31, 2018 ","['african-studies', 'anthropology', 'archaeology', 'asian-studies', 'economics', 'european-studies', 'history', 'law', 'literature', 'political-sciences', 'sociology']",['international'],['united-kingdom'],['research'],['fellowships']
/opportunities/fellowships,3,https://armacad.info/university-of-notre-dame--2018-11-29--university-of-notre-dame-s-phd-fellowship-program-2019-usa,"University of Notre Dame's PhD Fellowship Program 2019, USA",https://armacad.info/images/2018/11/29/xcf5663725fc9d30e.png.pagespeed.ic.6A9h3EPXq5.png,"
January 02, 2019 ","['conflict-studies', 'culture', 'history', 'peace-studies', 'philosophy', 'religious-studies', 'science']",['international'],['united-states'],"['doctoral', 'phd']",['fellowships']
/opportunities/fellowships,3,https://armacad.info/2018-11-27--u-s-foreign-policy-and-international-security-post-doctoral-fellowship-program-2019-20-usa,"U.S. Foreign Policy and International Security Post-doctoral Fellowship Program 2019-20, USA",https://armacad.info/images/2018/11/27/2680364d11f224f0.png,"
January 02, 2019 ","['development-studies', 'environmental-studies', 'gender-studies', 'health', 'history', 'humanities', 'international-relations', 'policy', 'political-sciences', 'security']",['international'],['united-states'],"['postdoctoral', 'research']",['fellowships']
